part,id,key,CN,EN,JP,VI_old,VI_new,HV_new,reason
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_100_4,Main_Linaxita_2_9_100_4,它们出自历代谕女之手，描绘的尽是谕女们自<te href=750009>圣火</te>的焰光中窥见的预言——已然发生的和尚未到来的，并存于此。,They are the works of past Priestesses. They depict prophecies glimpsed in the <te href=750009>Sacred Flames</te>—ones already fulfilled and ones yet to come.,歴代の諭しの女の作品です。彼女たちが<te href=750009><ano=炎の光>聖火</ano></te>の中から垣間見た予言——すでに起きたこと、そしてこれから起きることを描いています。,"Chúng được vẽ bởi tay các đời Nữ Tư Tế, miêu tả lại những lời tiên tri mà họ nhìn thấy từ ánh lửa của <te href=750009>Thánh Hỏa</te> - cả những việc đã xảy ra và những việc chưa đến, cùng song song tồn tại ở đây.","Chúng được vẽ bởi tay các đời Nữ Tư tế, miêu tả lại những lời tiên tri mà họ nhìn thấy từ ánh lửa của <te href=750009>Thánh Hỏa</te> - cả những việc đã xảy ra và những việc chưa đến, cùng song song tồn tại ở đây.","Chúng được vẽ bởi tay các đời Nữ Tư tế, miêu tả lại những lời tiên tri mà họ nhìn thấy từ ánh lửa của <te href=750009>Thánh Hỏa</te> - cả những việc đã xảy ra và những việc chưa đến, cùng song song tồn tại ở đây.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_100_44,Main_Linaxita_2_9_100_44,还满不在乎地告诉我，只有强大的角斗士渴望成为总督，总督这个位置才有意义。,"And then, like it's nothing, she tells me that the Ephor position only matters when a strong Gladiator wants it.",それに、平然と言ってたわ。強いグラディエーターが総督の座を目指すほど、意味が出てくるからいいんだとか。,"Còn thản nhiên nói với ta rằng, chỉ khi đấu sĩ mạnh mẽ khao khát trở thành Tổng Đốc, vị trí Tổng Đốc này mới có ý nghĩa.","Còn thản nhiên nói với ta rằng, chỉ khi đấu sĩ mạnh mẽ khao khát trở thành Tổng đốc, vị trí Tổng đốc này mới có ý nghĩa.","Còn thản nhiên nói với ta rằng, chỉ khi đấu sĩ mạnh mẽ khao khát trở thành Tổng đốc, vị trí Tổng đốc này mới có ý nghĩa.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_100_8,Main_Linaxita_2_9_100_8,另一则，恰是谕女们对拉古那人预言的延续——,"The second is a continuation of the Ragunnesi prophecy, delivered by Septimont's Priestesses—",もうひとつは、まさに諭しの女たちが、ラグーナの民の予言に続けて語ったものです——,"Lời còn lại, chính là phần tiếp nối lời tiên tri của người Ragunna mà Nữ Tư Tế truyền đạt -","Lời còn lại, chính là phần tiếp nối lời tiên tri của người Ragunna mà Nữ Tư tế truyền đạt -","Lời còn lại, chính là phần tiếp nối lời tiên tri của người Ragunna mà Nữ Tư tế truyền đạt -",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_10_1,Main_Linaxita_2_9_10_1,前面就是总督宫了。,The Ephor's Palace is just ahead.,この先に総督府が……,Phía trước là Phủ Tổng Đốc rồi.,Phía trước là Phủ Tổng đốc rồi.,Phía trước là Phủ Tổng đốc rồi.,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_15_1,Main_Linaxita_2_9_15_1,致敬，阁下！遵循总督的命令，您可以自由入内。,"Greetings! By Her Excellency's command, you are free to enter.",{PlayerName}閣下！総督から仰せつかっております。どうぞお入りください。,"Kính chào ngài! Theo lệnh của Tổng Đốc, ngài có thể tự do ra vào.","Kính chào ngài! Theo lệnh của Tổng đốc, ngài có thể tự do ra vào.","Kính chào ngài! Theo lệnh của Tổng đốc, ngài có thể tự do ra vào.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_165_12,Main_Linaxita_2_9_165_12,不过算了，是你的话，这个秘密倒是可以说出来哦——,"But fine. Since it's you, I suppose I can let you in on the secret.",まあいいわ。あなたになら秘密を教えてあげる——,"Nhưng mà thôi, nếu là cậu thì bí mật này cũng có thể nói ra ...","Nhưng mà thôi, nếu là cậu thì bí mật này cũng có thể nói ra...","Nhưng mà thôi, nếu là cậu thì bí mật này cũng có thể nói ra...",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_25_1,Main_Linaxita_2_9_25_1,你应邀来到总督宫，如约见到了在此等候的七丘总督奥古斯塔。二人以剑交心后，奥古斯塔向你简述了七丘的狩猎历史，并正式邀你一同前往桑古伊斯狩原，追猎黑潮及其造物。你欣然应允，随后与奥古斯塔交换了有关岁主旧物及巡游天国的情报。闻言，奥古斯塔表示，位于狩原深处的彻地之楔或许正是岁主旧物的所在。临别前，奥古斯塔同你约定，当七丘城的东南方高天卷起风暴，即是你们启程之时。,"You're invited to the Ephor's Palace to meet Septimont's Ephor, Augusta. After an exchange of swords, she shares a brief history of Septimont's hunting traditions and formally invites you to join the hunt for the Dark Tide and its creations in the Sanguis Plateaus.\n\nYou accept and share information about the Sentinel's Relic and the Journeying Paradise. Upon hearing this, Augusta suggests that the Earthrend Wedge in the hunting grounds may be where the Relic is hidden. Before parting, she tells you that a storm rising in the skies southeast of Septimont will mark the beginning of the hunt.",あなたは約束通り総督府を訪れ、待っていたオーガスタに会った。剣を交えて心を通わせた後、オーガスタはセブン・ヒルズにおける狩猟の由来を語り始め、サングイス狩猟台地へ共に赴き、黒潮とその造物を狩ろうとあなたを誘った。その誘いを受けたあなたは、歳主の遺物とパレード・パラダイスに関する情報をオーガスタと交換した。すると彼女は、台地の深部にある「地穿ちの楔」に、歳主の遺物が隠されているかもしれないと告げる。別れる前、オーガスタは「セブン・ヒルズ南東の空に嵐が巻き起これば、それが集合の時だ」と、あなたと約束を交わした。,"Bạn nhận lời mời đến Dinh Tổng Đốc, gặp được Tổng đốc Septimont Augusta đang chờ ở đó như đã hẹn. Sau khi hai người giao lưu bằng kiếm, Augusta kể tóm tắt cho bạn về lịch sử đi săn của Septimont, và chính thức mời bạn cùng đến Cao nguyên Sanguis, truy lùng Hắc Triều và tạo vật của nó. Bạn vui vẻ nhận lời, sau đó trao đổi với Augusta thông tin về di vật của Tuế Chủ và Thiên Quốc Tuần Du. Nghe vậy, Augusta cho biết, Chiếc Nêm Xuyên Địa nằm sâu trong khu săn bắn có lẽ chính là nơi cất giấu di vật của Tuế Chủ. Trước khi chia tay, Augusta hẹn với bạn, khi bầu trời phía đông nam thành phố Septimont nổi bão, đó là lúc các bạn khởi hành.","Bạn nhận lời mời đến Dinh Tổng đốc, gặp được Tổng đốc Septimont Augusta đang chờ ở đó như đã hẹn. Sau khi hai người giao lưu bằng kiếm, Augusta kể tóm tắt cho bạn về lịch sử đi săn của Septimont, và chính thức mời bạn cùng đến Cao nguyên Sanguis, truy lùng Hắc Triều và tạo vật của nó. Bạn vui vẻ nhận lời, sau đó trao đổi với Augusta thông tin về di vật của Tuế Chủ và Thiên Quốc Tuần Du. Nghe vậy, Augusta cho biết, Chiếc Nêm Xuyên Địa nằm sâu trong khu săn bắn có lẽ chính là nơi cất giấu di vật của Tuế Chủ. Trước khi chia tay, Augusta hẹn với bạn, khi bầu trời phía đông nam thành phố Septimont nổi bão, đó là lúc các bạn khởi hành.","Bạn nhận lời mời đến Dinh Tổng đốc, gặp được Tổng đốc Septimont Augusta đang chờ ở đó như đã hẹn. Sau khi hai người giao lưu bằng kiếm, Augusta kể tóm tắt cho bạn về lịch sử đi săn của Septimont, và chính thức mời bạn cùng đến Cao nguyên Sanguis, truy lùng Hắc Triều và tạo vật của nó. Bạn vui vẻ nhận lời, sau đó trao đổi với Augusta thông tin về di vật của Tuế Chủ và Thiên Quốc Tuần Du. Nghe vậy, Augusta cho biết, Chiếc Nêm Xuyên Địa nằm sâu trong khu săn bắn có lẽ chính là nơi cất giấu di vật của Tuế Chủ. Trước khi chia tay, Augusta hẹn với bạn, khi bầu trời phía đông nam thành phố Septimont nổi bão, đó là lúc các bạn khởi hành.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_25_12,Main_Linaxita_2_9_25_12,我以我个人的名义，也以总督宫的名义，为之前未能按时赴约一事向你致歉。,"On my behalf, and that of the Ephor's Palace, I extend my deepest apologies for failing to keep our appointment.",余、個人として、また総督府の代表として、先日の約束を果たせなかった件について詫びるため。,"Nhân danh cá nhân ta, và cũng nhân danh Phủ Tổng Đốc, ta muốn xin lỗi vì đã lỡ hẹn với ngươi lần trước.","Nhân danh cá nhân ta, và cũng nhân danh Phủ Tổng đốc, ta muốn xin lỗi vì đã lỡ hẹn với ngươi lần trước.","Nhân danh cá nhân ta, và cũng nhân danh Phủ Tổng đốc, ta muốn xin lỗi vì đã lỡ hẹn với ngươi lần trước.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_25_8,Main_Linaxita_2_9_25_8,七丘的现任总督奥古斯塔，向你献上我的敬意。,"I, Augusta, Ephor of Septimont, offer you my highest esteem.",セブン・ヒルズ総督のオーガスタとして、お主に敬意を示す。,"Tổng Đốc đương nhiệm của Bảy Ngọn Đồi - Augusta, xin bày tỏ lòng thành kính với ngươi.","Tổng đốc đương nhiệm của Bảy Ngọn Đồi - Augusta, xin bày tỏ lòng thành kính với ngươi.","Tổng đốc đương nhiệm của Bảy Ngọn Đồi - Augusta, xin bày tỏ lòng thành kính với ngươi.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_27_1,Main_Linaxita_2_9_27_1,无需担心，这几日你在七丘的用度照旧由总督宫承担。,No need to worry. The Ephor's Palace will still cover your expenses in Septimont.,案ずるな。ここ数日、お主がセブン・ヒルズでの出費は、変わらず総督府が負担しよう。,"Không cần lo lắng, chi phí của bạn ở Septimont mấy ngày nay vẫn do Dinh Tổng Đốc chi trả.","Không cần lo lắng, chi phí của bạn ở Septimont mấy ngày nay vẫn do Dinh Tổng đốc chi trả.","Không cần lo lắng, chi phí của bạn ở Septimont mấy ngày nay vẫn do Dinh Tổng đốc chi trả.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_320_1,Main_Linaxita_2_9_320_1,完成全部定向锚的架设后，一行人等追踪「暴君」来到往世花平野——这片荒野曾见证过无数角斗士与黑潮造物的生死交锋。面对同为“准王”候选的阿维狄亚，奥古斯塔选择直面挑战，主动邀其联手完成对蚀脊龙「暴君」的最终狩猎，以此作为两人正面对决的开端。,"With all Anchor Stones in place, the hunting party tracks Tyrannos to Asphodel Barrens, a historical battlefield scarred by brutal conflicts between Gladiators and Dark Tide creations. Augusta, embracing her rivalry with fellow would-be Hero of Heroes Avidius, proposes they hunt the Corrosaurus together. The stakes are set for their eventual duel.",全てのアンカーストーンを設置した後、あなたと狩猟隊は「ティラノス」を追い、アスポデロスの野に辿り着いた。ここはグラディエーターが命を懸けて黒潮の造物と戦った、死と栄光が交錯する地であった。同じく次期英雄王の候補であるアウィディウスに対し、オーガスタは共に「ティラノス」を討ち取ろうと自ら呼びかける。それは、ふたりの戦いの火蓋が切られた瞬間でもあった。,"Sau khi hoàn thành việc lắp đặt toàn bộ mỏ neo định hướng, nhóm người truy tìm ""Bạo Chúa"" đến Bình Nguyên Hoa Vãng Thế ... vùng hoang dã này từng chứng kiến vô số cuộc giao phong sinh tử giữa các võ sĩ giác đấu và tạo vật Hắc Triều. Đối mặt với người cùng là ứng cử viên ""Vua Tương Lai"" Avidius, Augusta chọn đối mặt với thách thức, chủ động mời anh ta hợp sức hoàn thành cuộc săn lùng cuối cùng Rồng Ăn Mòn ""Bạo Chúa"", coi đây là sự mở đầu cho cuộc đối đầu trực diện giữa hai người.","Sau khi hoàn thành việc lắp đặt toàn bộ mỏ neo định hướng, nhóm người truy tìm ""Bạo Chúa"" đến Bình Nguyên Hoa Vãng Thế... vùng hoang dã này từng chứng kiến vô số cuộc giao phong sinh tử giữa các võ sĩ giác đấu và tạo vật Hắc Triều. Đối mặt với người cùng là ứng cử viên ""Vua Tương lai"" Avidius, Augusta chọn đối mặt với thách thức, chủ động mời anh ta hợp sức hoàn thành cuộc săn lùng cuối cùng Rồng Ăn Mòn ""Bạo Chúa"", coi đây là sự mở đầu cho cuộc đối đầu trực diện giữa hai người.","Sau khi hoàn thành việc lắp đặt toàn bộ mỏ neo định hướng, nhóm người truy tìm ""Bạo Chúa"" đến Bình Nguyên Hoa Vãng Thế... vùng hoang dã này từng chứng kiến vô số cuộc giao phong sinh tử giữa các võ sĩ giác đấu và tạo vật Hắc Triều. Đối mặt với người cùng là ứng cử viên ""Vua Tương lai"" Avidius, Augusta chọn đối mặt với thách thức, chủ động mời anh ta hợp sức hoàn thành cuộc săn lùng cuối cùng Rồng Ăn Mòn ""Bạo Chúa"", coi đây là sự mở đầu cho cuộc đối đầu trực diện giữa hai người.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_320_13,Main_Linaxita_2_9_320_13,如您所愿，总督阁下。,"As you wish, Your Excellency.",仰せのままに、総督。,"Như ngài mong muốn, Tổng Đốc các hạ.","Như ngài mong muốn, Tổng đốc các hạ.","Như ngài mong muốn, Tổng đốc các hạ.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_350_11,Main_Linaxita_2_9_350_11,奥古斯塔……这次，请不要再拒绝“神的恩赐”，跟随我们的指引回到<te href=750016>呓语镇</te>吧……,"Augusta... do not resist the ""Gift of Divinity."" Follow our guidance. Return to <te href=750016>Murmurstown</te>...",オーガスタ……今回こそ「神の恩寵」を迎え入れよ。我らの導きに従い、戻るのだ……,"Augusta... lần này, xin đừng từ chối ""ơn huệ của thần"" nữa, hãy đi theo sự chỉ dẫn của chúng ta, quay trở về <te href=750016>Thị trấn Ảo Mộng</te> đi...","Augusta... lần này, xin đừng từ chối ""ơn huệ của thần"" nữa, hãy đi theo sự chỉ dẫn của chúng ta, quay trở về <te href=750016>Thị trấn Ảo mộng</te> đi...","Augusta... lần này, xin đừng từ chối ""ơn huệ của thần"" nữa, hãy đi theo sự chỉ dẫn của chúng ta, quay trở về <te href=750016>Thị trấn Ảo mộng</te> đi...",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_360_1,Main_Linaxita_2_9_360_1,你先一步来到临时营地，安顿好因动用共鸣力而虚弱的尤诺。出于担忧与疑惑，你向尤诺询问起她射出月矢后所看到的离奇画面究竟为何。尤诺起初对你竟能看见黑潮“幻境”而感到惊讶，但旋即她想起你拥有“不可知的命运”，便心中了然。尤诺解释，你们此前目睹的并非是常规意义上的幻觉，而是她曾从圣火的焰光中窥见的未来，即七丘的毁灭。\n为了改变七丘悲剧的命运，她自愿舍弃窥视命运的能力，以自身存在为代价，换取了能够抗衡黑潮的共鸣力。适才那从黑潮中诞生的瘦削人形，正是她与奥古斯塔此次狩猎的最终目标——黑潮的化生实体，伪作的神王。她和奥古斯塔原本打算利用神王的特性，试图以「暴君」为饵引诱神王现身，再借助共鸣力使其显影，但计划终究未能如愿。\n现在，为缓解共鸣力消耗所带来的负面影响，尤诺只得暂时留在营地休养。在与你分别前，她将一枚封存着自身共鸣力的手镯交予你，期望能借此帮助你及奥古斯塔完成这场未竟的狩猎。,"You arrive at the camp and attend to Iuno, who's weakened from using her Forte. You ask about the strange visions she saw after firing her Moon Arrow. She's surprised you saw the Dark Tide's ""illusions,"" but quickly realizes it's because you carry an ""unknowable fate."" What you witnessed, she explains, was a glimpse of the future—the fall of Septimont.\n\nTo change that fate, Iuno gave up her ability to see fate to gain a Forte capable of resisting the Dark Tide. But using this power comes at a cost. It consumes her very existence. The humanoid you saw was the Dark Tide's incarnate, the False Sovereign, and their true target all along. She and Augusta had planned to use Tyrannos as bait to lure the Sovereign out and use her power to make it vulnerable to attack, but the plan failed.\n\nNow, to recover from the toll of using her Forte, Iuno must remain at the camp. Before parting, she entrusts you with her Lunarum bracelet, sealed with her Resonance Energy, hoping it will help you and Augusta finish the hunt in her absence.",あなたは一足先にキャンプへ到着し、共鳴能力を使ったことで衰弱したユーノを休ませた。不安と疑問を抱えながら、月の矢が放たれた後に広がった奇妙な光景について、あなたはユーノに尋ねた。黒潮の「幻境」が見えることにユーノは驚いたが、「人知の及ばぬ運命」を背負うあなたならば、と納得もできた。そして、先ほど見たのは幻覚ではなく、かつて聖火の中から垣間見たセブン・ヒルズの滅びの未来だったと、彼女は説明する。\nセブン・ヒルズの悲劇を変えるため、彼女は予言の力と自身の存在を引き換えに、黒潮に対抗する共鳴能力を手に入れたのだ。黒潮の中に現れた痩せた人影こそ、彼女とオーガスタの本当の目標——黒潮から生まれし実体、偽りの神王。神王の特性を利用して、「ティラノス」を囮として神王を釣り、共鳴能力で顕現させようとしたが、その計画は失敗した。\nそして共鳴能力の消耗と副作用を緩和するために、ユーノはキャンプで休憩を取らざるを得なかった。だが別れる前、彼女は自身の共鳴力を封印した一つのブレスレットをあなたに託す――それが、この狩猟を終わらせる力となることを願って。,"Bạn đến doanh trại tạm thời trước, lo liệu ổn thỏa cho Iuno đang yếu ớt vì sử dụng lực cộng hưởng. Vì lo lắng và nghi hoặc, bạn hỏi Iuno về những hình ảnh kỳ lạ mà cô ấy nhìn thấy sau khi bắn Nguyệt Thỉ rốt cuộc là gì. Ban đầu, Iuno cảm thấy ngạc nhiên vì bạn lại có thể nhìn thấy ""ảo cảnh"" của Hắc Triều, nhưng ngay sau đó cô nhớ ra bạn sở hữu ""số mệnh không thể biết trước"", liền hiểu rõ trong lòng. Iuno giải thích, những gì các bạn chứng kiến trước đó không phải là ảo giác theo nghĩa thông thường, mà là tương lai cô từng nhìn thấy từ ánh lửa của thánh hỏa, tức là sự hủy diệt của Septimont.\nĐể thay đổi số mệnh bi kịch của Septimont, cô tự nguyện từ bỏ khả năng nhìn thấu số mệnh, dùng sự tồn tại của bản thân làm cái giá phải trả, đổi lấy lực cộng hưởng có thể chống lại Hắc Triều. Hình dáng gầy gò sinh ra từ Hắc Triều vừa rồi, chính là mục tiêu cuối cùng trong cuộc đi săn lần này của cô và Augusta ... thực thể hóa thân của Hắc Triều, Thần Vương Ngụy Tác. Cô và Augusta vốn định lợi dụng đặc tính của Thần Vương, định lấy ""Bạo Chúa"" làm mồi nhử Thần Vương hiện thân, sau đó nhờ vào lực cộng hưởng để nó hiện hình, nhưng kế hoạch cuối cùng đã không được như ý nguyện.\nBây giờ, để giảm bớt ảnh hưởng tiêu cực do việc tiêu hao lực cộng hưởng mang lại, Iuno chỉ có thể tạm thời ở lại doanh trại tĩnh dưỡng. Trước khi chia tay bạn, cô trao cho bạn một chiếc vòng tay phong ấn lực cộng hưởng của bản thân, hy vọng có thể nhờ đó giúp bạn và Augusta hoàn thành cuộc đi săn còn dang dở này.","Bạn đến doanh trại tạm thời trước, lo liệu ổn thỏa cho Iuno đang yếu ớt vì sử dụng lực cộng hưởng. Vì lo lắng và nghi hoặc, bạn hỏi Iuno về những hình ảnh kỳ lạ mà cô ấy nhìn thấy sau khi bắn Nguyệt Thỉ rốt cuộc là gì. Ban đầu, Iuno cảm thấy ngạc nhiên vì bạn lại có thể nhìn thấy ""ảo cảnh"" của Hắc Triều, nhưng ngay sau đó cô nhớ ra bạn sở hữu ""số mệnh không thể biết trước"", liền hiểu rõ trong lòng. Iuno giải thích, những gì các bạn chứng kiến trước đó không phải là ảo giác theo nghĩa thông thường, mà là tương lai cô từng nhìn thấy từ ánh lửa của thánh hỏa, tức là sự hủy diệt của Septimont.\nĐể thay đổi số mệnh bi kịch của Septimont, cô tự nguyện từ bỏ khả năng nhìn thấu số mệnh, dùng sự tồn tại của bản thân làm cái giá phải trả, đổi lấy lực cộng hưởng có thể chống lại Hắc Triều. Hình dáng gầy gò sinh ra từ Hắc Triều vừa rồi, chính là mục tiêu cuối cùng trong cuộc đi săn lần này của cô và Augusta... thực thể hóa thân của Hắc Triều, Thần Vương Ngụy Tác. Cô và Augusta vốn định lợi dụng đặc tính của Thần Vương, định lấy ""Bạo Chúa"" làm mồi nhử Thần Vương hiện thân, sau đó nhờ vào lực cộng hưởng để nó hiện hình, nhưng kế hoạch cuối cùng đã không được như ý nguyện.\nBây giờ, để giảm bớt ảnh hưởng tiêu cực do việc tiêu hao lực cộng hưởng mang lại, Iuno chỉ có thể tạm thời ở lại doanh trại tĩnh dưỡng. Trước khi chia tay bạn, cô trao cho bạn một chiếc vòng tay phong ấn lực cộng hưởng của bản thân, hy vọng có thể nhờ đó giúp bạn và Augusta hoàn thành cuộc đi săn còn dang dở này.","Bạn đến doanh trại tạm thời trước, lo liệu ổn thỏa cho Iuno đang yếu ớt vì sử dụng lực cộng hưởng. Vì lo lắng và nghi hoặc, bạn hỏi Iuno về những hình ảnh kỳ lạ mà cô ấy nhìn thấy sau khi bắn Nguyệt Thỉ rốt cuộc là gì. Ban đầu, Iuno cảm thấy ngạc nhiên vì bạn lại có thể nhìn thấy ""ảo cảnh"" của Hắc Triều, nhưng ngay sau đó cô nhớ ra bạn sở hữu ""số mệnh không thể biết trước"", liền hiểu rõ trong lòng. Iuno giải thích, những gì các bạn chứng kiến trước đó không phải là ảo giác theo nghĩa thông thường, mà là tương lai cô từng nhìn thấy từ ánh lửa của thánh hỏa, tức là sự hủy diệt của Septimont.\nĐể thay đổi số mệnh bi kịch của Septimont, cô tự nguyện từ bỏ khả năng nhìn thấu số mệnh, dùng sự tồn tại của bản thân làm cái giá phải trả, đổi lấy lực cộng hưởng có thể chống lại Hắc Triều. Hình dáng gầy gò sinh ra từ Hắc Triều vừa rồi, chính là mục tiêu cuối cùng trong cuộc đi săn lần này của cô và Augusta... thực thể hóa thân của Hắc Triều, Thần Vương Ngụy Tác. Cô và Augusta vốn định lợi dụng đặc tính của Thần Vương, định lấy ""Bạo Chúa"" làm mồi nhử Thần Vương hiện thân, sau đó nhờ vào lực cộng hưởng để nó hiện hình, nhưng kế hoạch cuối cùng đã không được như ý nguyện.\nBây giờ, để giảm bớt ảnh hưởng tiêu cực do việc tiêu hao lực cộng hưởng mang lại, Iuno chỉ có thể tạm thời ở lại doanh trại tĩnh dưỡng. Trước khi chia tay bạn, cô trao cho bạn một chiếc vòng tay phong ấn lực cộng hưởng của bản thân, hy vọng có thể nhờ đó giúp bạn và Augusta hoàn thành cuộc đi săn còn dang dở này.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_360_14,Main_Linaxita_2_9_360_14,莉莉贝婆婆……就是你在四方殿见过的那位谕女之首——和我提起过，命运在你身上是一片“不可知的空白”。,"Grandmother Lillibet, the Head Priestess you met at the Temple, once spoke of the ""unknowable void"" that is your fate.",リリベルのおばあちゃんから聞いたの。あぁ……テトラゴン真殿にいた、諭しの女の<ano=おさ>長</ano>のことよ。あなたの運命は、「人知の及ばぬ空白」らしいわ。,"Bà Lillibet... chính là người đứng đầu các Nữ Tư Tế mà {Male=anh;Female=cô} đã gặp ở Tứ Phương Điện đó - từng nhắc với ta rằng, vận mệnh trên người {Male=anh;Female=cô} là một vùng ""trống rỗng không thể biết được"".","Bà Lillibet... chính là người đứng đầu các Nữ Tư tế mà {Male=anh;Female=cô} đã gặp ở Tứ Phương Điện đó - từng nhắc với ta rằng, vận mệnh trên người {Male=anh;Female=cô} là một vùng ""trống rỗng không thể biết được"".","Bà Lillibet... chính là người đứng đầu các Nữ Tư tế mà {Male=anh;Female=cô} đã gặp ở Tứ Phương Điện đó - từng nhắc với ta rằng, vận mệnh trên người {Male=anh;Female=cô} là một vùng ""trống rỗng không thể biết được"".",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_360_51,Main_Linaxita_2_9_360_51,能够封存一小部分共鸣力的月石手镯，是我成为谕女时，从前辈手中继承的。,A Lunarum bracelet containing a small portion of my Resonance power. It was passed down to me by my predecessor when I became a Priestess.,共鳴能力の一部を封じ込めることができる月のブレスレットよ。私が諭しの女になった時、先輩から受け継いだの。,"Chiếc vòng tay đá mặt trăng có thể phong ấn một phần nhỏ sức mạnh cộng hưởng, là thứ ta được kế thừa từ tiền bối khi trở thành Nữ Tư Tế.","Chiếc vòng tay đá mặt trăng có thể phong ấn một phần nhỏ sức mạnh cộng hưởng, là thứ ta được kế thừa từ tiền bối khi trở thành Nữ Tư tế.","Chiếc vòng tay đá mặt trăng có thể phong ấn một phần nhỏ sức mạnh cộng hưởng, là thứ ta được kế thừa từ tiền bối khi trở thành Nữ Tư tế.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_Linaxita_2_9_367_11,Main_Linaxita_2_9_367_11,我们靠着一种生长在玛涅斯之底、对黑潮具有天然抗性的特殊植株——<te href=750018>醒真草</te>，才勉强扛过黑潮对意志的腐化。,"Those left barely overcame the Dark Tide's influence with the help of a plant unique to Manes Deep, <te href=750018>Mesona</te>.",マネスの底に自生し、<ano=くろしお>黒潮</ano>に対して天然の耐性を持つ特殊な植物——<te href=750018>メソナ</te>によって、かろうじて意志の腐敗を耐え抜いたのです。,"Chúng tôi dựa vào một loại thực vật đặc biệt sinh trưởng dưới Đáy Manes, có sức đề kháng tự nhiên với Hắc Triều ... <te href=750018>Cỏ Tỉnh Chân</te>, mới miễn cưỡng chống chọi lại được sự mục nát ý chí của Hắc Triều.","Chúng tôi dựa vào một loại thực vật đặc biệt sinh trưởng dưới Đáy Manes, có sức đề kháng tự nhiên với Hắc Triều... <te href=750018>Cỏ Tỉnh Chân</te>, mới miễn cưỡng chống chọi lại được sự mục nát ý chí của Hắc Triều.","Chúng tôi dựa vào một loại thực vật đặc biệt sinh trưởng dưới Đáy Manes, có sức đề kháng tự nhiên với Hắc Triều... <te href=750018>Cỏ Tỉnh Chân</te>, mới miễn cưỡng chống chọi lại được sự mục nát ý chí của Hắc Triều.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
