=== BÁO CÁO CÁC LỖI FORMAT/BIẾN THẬT SỰ CẦN FIX (285 LỖI) ===

@@ lang_confirmbox.db||ConfirmBox||165
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 您在短时间内选择相信{PlayerName}，让{TA}去使用隧者，有些出乎我的预料。是有什么特别的原因吗？
# Hiện tại : Ông trong thời gian ngắn như vậy đã chọn tin tưởng {PlayerName}, để {Male=cậu ấy;Female=cô ấy} đi sử dụng Kẻ Hầm, có chút ngoài dự đoán. Có lý do gì đặc biệt sao?

@@ lang_multi_text.db||MultiText||Zuoyequnxing_68_2
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 等等，离开前和{TA}打个招呼吧。
# Hiện tại : Khoan đã, trước khi đi em chào {Male=anh ấy;Female=chị ấy} một tiếng đi.

@@ lang_multi_text.db||MultiText||Zuoyequnxing_21044_2
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 漂泊者，姑且用这个名字称呼{TA}吧。
# Hiện tại : <ano=Lữ Khách>Lữ Khách</ano>, tạm cứ dùng cái tên này để gọi {Male=anh ấy;Female=cô ấy} vậy.

@@ lang_multi_text.db||MultiText||Zuoyequnxing_21045_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 但即便聚光灯只愿停留在{TA}的脚下，我们也仍站在舞台上。
# Hiện tại : Nhưng dù <ano=light>Ánh sáng</ano> đèn pha chỉ nguyện dừng lại dưới chân {Male=anh ấy;Female=cô ấy}, <ano=We Are One>chúng ta</ano> vẫn đang đứng trên <ano=stage>sân khấu</ano>.

@@ lang_multi_text.db||MultiText||Zuoyequnxing_21046_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 我们的主角，我们的漂泊者，{TA}怎么能做到这种事？！
# Hiện tại : <ano=protagonist>Nhân vật chính</ano> (<ano=Jué>Jué</ano>) của <ano=We Are One>chúng ta</ano>, <ano=Lữ Khách>Lữ Khách</ano> (Phiêu Bạc) của <ano=We Are One>chúng ta</ano>, sao {Male=anh ấy;Female=cô ấy} lại có thể làm được chuyện như vậy?!

@@ lang_multi_text.db||MultiText||Zuoyequnxing_21048_2
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 主角的故事仍在继续，舞台晦暗处的我们，必须在{TA}抵达前，就留好故事发生所需的引信。
# Hiện tại : Câu chuyện của <ano=protagonist>nhân vật chính</ano> (<ano=Jué>Jué</ano>) vẫn đang tiếp diễn, <ano=We Are One>chúng ta</ano> ở chốn khuất Hủy Diệt của <ano=stage>sân khấu</ano>, phải sắp đặt sẵn ngòi nổ (<ano=letter>Thư</ano>) cần thiết cho câu chuyện trước khi {Male=anh ấy;Female=cô ấy} đến.

@@ lang_multi_text.db||MultiText||Zuoyequnxing_28_6
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: （{PlayerName}，{TA}真的吞噬了鸣式的力量……？）
# Hiện tại : ({PlayerName}, chẳng lẽ {Male=hắn;Female=ả} thực sự đã Thôn Phệ sức mạnh của <ano=Threnodian>Minh Thức</ano>...?)

@@ lang_multi_text.db||MultiText||Zuoyequnxing_41_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: （是在羡慕{TA}一路所成就的事吗？我……）
# Hiện tại : (Là đang ghen tị với <ano=Achievement>Thành tựu</ano> mà {Male=hắn;Female=ả} đã gặt hái suốt chặng đường sao? Ta...)

@@ lang_multi_text.db||MultiText||Zuoyequnxing_48_8
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 同为“救世主”，你觉得{TA}的能力如何？
# Hiện tại : Cùng là "Cứu Thế Chủ", ngươi cảm thấy <ano=ability>năng lực</ano> của {Male=hắn;Female=cô ấy} thế nào?

@@ lang_multi_text.db||MultiText||Zuoyequnxing_48_10
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 呵呵，话可以说得再满一些，与在苇原屡次失败的你不同，{TA}是个完美的“救世主”。
# Hiện tại : Hề hề, có thể nói thẳng thắn hơn nữa, khác với ngươi đã nhiều lần thất bại tại Ashinohara, {Male=hắn;Female=cô ấy} là một "Cứu Thế Chủ" hoàn mỹ.

@@ lang_multi_text.db||MultiText||Zuoyequnxing_48_11
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 可归根结底，这世上没有第二个{PlayerName}，{TA}能救下今州，能救下黎那汐塔……但，穗波呢？
# Hiện tại : Nhưng nói cho cùng - Bùa Hộ Mệnh - trên đời này không có {PlayerName} thứ hai, {Male=hắn;Female=cô ấy} có thể cứu được <ano=Jinzhou>Kim Châu</ano>, có thể cứu được <ano=Rinascita>Rinascita</ano> - <ano=Tower>Tower</ano>...... nhưng, còn <ano=Honami>Tuệ Ba</ano> thì sao?

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_WMXZTK_11_22
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 这位是拉贝尔学部的{PlayerName}同学，今天由{TA}和我一起陪同您参观。
# Hiện tại : Xin giới thiệu với ngài. Đây là {PlayerName} từ Cao đẳng Rabelle. Hôm nay {Male=cậu ấy;Female=cô ấy} và mình sẽ hướng dẫn ngài tham quan.

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_BYHM_14_4
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: {TA}是{PlayerName}，是{TA}从那个怪物……梦魇残象的手里救下了我。
# Hiện tại : Đây là {PlayerName}. {Male=Anh ấy;Female=Cô ấy} đã kéo tớ ra khỏi tay con quái vật đó... <ano=Nightmare Tacet Discord>Tàn Tượng Ác Mộng</ano> đó, trước khi nó kịp kết liễu tớ.

@@ lang_multi_text.db||MultiText||Main_HuangLong_XLZHDLY_160_5
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 定位器……没有异常，以{TA}的身手，应该能平安离开。
# Hiện tại : Máy định vị… không có gì bất thường. Với bản lĩnh của {Male=anh ấy;Female=chị ấy}, chắc chắn người ấy có thể rời khỏi đây an toàn.

@@ lang_multi_text.db||MultiText||Main_HuangLong_XLZHDLY_242_15
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 今令尹和我讲了在乘霄山上发生的事。如果没有{TA}，或许事情就会像你说的那样，注定会有人因此而牺牲。
# Hiện tại : Lệnh Doãn Kim Tịch đã kể cho tôi nghe chuyện xảy ra trên núi Thừa Tiêu. Nếu không có {Male=anh ấy;Female=chị ấy}, có lẽ mọi chuyện sẽ đúng như ngài nói: ắt sẽ có người phải hy sinh.

@@ lang_multi_text.db||MultiText||Main_HuangLong_XLZHDLY_242_22
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 但此时此刻，和我做交易的不是{TA}，而是你。
# Hiện tại : Nhưng ngay lúc này, người đang giao dịch với ta không phải {Male=anh ấy;Female=chị ấy}, mà là ngươi.

@@ lang_multi_text.db||MultiText||zhuiyuejie_first_1_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 哎呀秧秧！你怎么说话拐弯抹角的，想见{PlayerName}，直接把{TA}喊出来不就好了嘛。
# Hiện tại : Ơ kìa Ương Ương! Sao nói chuyện vòng vo thế, muốn gặp {PlayerName} thì gọi thẳng {Male=cậu ấy;Female=cậu ấy} ra là được rồi mà.

@@ lang_multi_text.db||MultiText||Event_RYZQJDCR_4_6
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: {PlayerName}可是很有潜力的决斗家，我有种预感，{TA}之后会成为我们对抗老师们的终极希望哦。
# Hiện tại : {PlayerName} là một đấu thủ cực kỳ tiềm năng đấy. Tớ có linh cảm, sau này {Male=cậu ấy;Female=cậu ấy} sẽ trở thành niềm hy vọng cuối cùng để bọn mình đối đầu với các thầy cô đó.

@@ lang_multi_text.db||MultiText||Event_RYZQJDCR_4_13
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 麻烦你来当{PlayerName}的对手，阿希尔德。使出全力就行，{TA}可是很强的。
# Hiện tại : Phiền mình làm đối thủ của {PlayerName} nhé, Ashild. Cứ ra hết sức là được, {Male=cậu ấy;Female=cậu ấy} mạnh lắm đấy.

@@ lang_multi_text.db||MultiText||Flow_136000001_56
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 什么流放者……你仔细看看{TA}这打扮哪里像那群盗贼了。
# Hiện tại : Kẻ Lưu Đày gì chứ... Cậu nhìn kỹ lại đi, cách ăn mặc {Male=của cậu ấy;Female=của cô ấy} chỗ nào giống với lũ trộm cướp đó nào.

@@ lang_multi_text.db||MultiText||Flow_136000001_139
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 这次要不是{TA}出手相救，现在你也被关在笼子里都说不定。
# Hiện tại : Lần này nếu không có {Male=cậu ấy;Female=cô ấy} ra tay cứu giúp, biết đâu bây giờ cậu cũng bị nhốt trong lồng rồi đấy.

@@ lang_multi_text.db||MultiText||Flow_32750001_2694
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 哎呀秧秧！你怎么说话拐弯抹角的，想见{PlayerName}，直接把{TA}喊出来不就好了嘛。
# Hiện tại : Ôi dào, Ương Ương! Sao cậu nói vòng vo thế? Muốn gặp {PlayerName} thì cứ gọi thẳng {Male=anh ấy;Female=chị ấy} ra là được mà.

@@ lang_multi_text.db||MultiText||POI_WXZSYJ_11_4
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 要谢就谢这位漂泊者，是{TA}辛苦救你出来的！
# Hiện tại : Muốn cảm ơn thì hãy cảm ơn vị Lữ Khách này, chính {Male=cậu ấy;Female=cậu ấy} đã vất vả cứu cậu ra đấy!

@@ lang_multi_text.db||MultiText||Character_YinLin_118_5
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 叫手下带上{TA} 回营地那里吧……
# Hiện tại : Gọi thuộc hạ mang {Male=hắn;Female=cô ta} về doanh trại đi...

@@ lang_multi_text.db||MultiText||Guide_SX_2_7
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 嘿嘿，陈皮叔，这位是漂泊者，是我朋友。今天带{TA}来，是为了这个——
# Hiện tại : Hề hề, chú Trần Bì, vị này là Lữ Khách, bằng hữu của cháu. Hôm nay cháu dẫn {Male=anh ấy;Female=cô ấy} đến đây, là vì chuyện này...

@@ lang_multi_text.db||MultiText||Guide_BWHC_2_9
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 不过后半句倒是没说错，这位是我的新朋友，漂泊者！今天我请客，特地带{TA}来你这尝尝鲜。
# Hiện tại : Nhưng nửa câu sau dì nói đúng đấy, đây là người bạn mới của cháu, Lữ Khách! Hôm nay cháu khao, đặc biệt dẫn {Male=anh ấy;Female=cô ấy} đến chỗ dì để nếm thử món lạ.

@@ lang_multi_text.db||MultiText||HuanglongXZ_14_6
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: {TA}能跑能跳的，刚几招刷刷刷就解决了至少巨浪级别的残象，比我还精神，嘿嘿，嘿嘿！
# Hiện tại : {Male=Cậu ấy;Female=Cô ấy} chạy nhảy phơi phới, vừa nãy chỉ vài chiêu vèo vèo đã giải quyết xong con Tàn Tượng ít nhất cũng cỡ cấp Cự Lãng đấy, còn sung sức hơn cả mình nữa, hề hề, hề hề!

@@ lang_multi_text.db||MultiText||HuanglongM1_1_1_18
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 总不能漂泊者刚来到今州，就让{TA}杵在边庭那块干等着吧。
# Hiện tại : Không lẽ Lữ Khách vừa đến Kim Châu, lại để {Male=cậu ấy;Female=cậu ấy} đứng đực ở Biên Đình chờ suông?

@@ lang_multi_text.db||MultiText||Huanglong_main_1_2_16_21
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 不过从留下来的影像看，{TA}并非和漂泊者一样的金瞳……
# Hiện tại : Nhưng nhìn từ hình ảnh còn lưu lại, {Male=cậu ấy;Female=cô ấy} không có đôi mắt vàng như Lữ Khách...

@@ lang_multi_text.db||MultiText||Huanglong_main_1_2_17_37
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 秧秧你是不是忘了，上午漂泊者刚跟我们说{TA}被邀请入住边庭……
# Hiện tại : Ương Ương cậu có phải quên rồi không, sáng nay Lữ Khách vừa nói với tụi mình là {Male=cậu ấy;Female=cậu ấy} được mời ở lại Biên Đình...

@@ lang_multi_text.db||MultiText||Huanglong_main_1_5_79_53
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 在历史记载中，有一位能够肉身吸收残象的英雄曾在鸣式战争中拯救了瑝珑。在今州建州的文献里，也有关于“{TA}”的记载。
# Hiện tại : Trong sử sách ghi chép, có một vị anh hùng có thể dùng nhục thân hấp thụ Tàn Tượng đã từng cứu vớt Hoàng Long trong cuộc Chiến Tranh Minh Thức. Trong văn hiến về việc lập châu Kim Châu, cũng có ghi chép về "{Male=người ấy;Female=người ấy}".

@@ lang_multi_text.db||MultiText||Huanglong_main_1_5_80_26
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 也劝你们收起招揽漂泊者的这份心思，漂泊者是今州的客人，我不会让你们伤害{TA}。
# Hiện tại : Cũng khuyên các ngươi dẹp bỏ ý định chiêu mộ Lữ Khách đi. {Male=Hắn;Female=Nàng} là khách quý của Kim Châu, tôi sẽ không để các ngươi làm tổn hại đến {Male=hắn;Female=nàng}.

@@ lang_multi_text.db||MultiText||Huanglong_main_1_5_83_9
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 如果再次遇到伤痕这般难缠的敌人，{TA}终究需要依靠自己的力量解决。
# Hiện tại : Nếu {Male=anh ấy;Female=cô ấy} lại gặp một kẻ địch khó đối phó như Scar, {Male=anh ấy;Female=cô ấy} cuối cùng vẫn phải {Male=dựa vào sức mạnh của chính mình;Female=dựa vào sức mạnh của chính mình} để giải quyết.

@@ lang_multi_text.db||MultiText||Huanglong_main_1_5_83_15
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 那位漂泊者读懂了你我寄托在信物上的全部意图，你作为策士，出于礼数，也应与{TA}相见。
# Hiện tại : Vị Lữ Khách kia đã đọc hiểu toàn bộ ý đồ mà cô và tôi gửi gắm trong tín vật; cô với tư cách là sách sĩ, vì lễ nghĩa, cũng nên đích thân gặp mặt {Male=cậu ấy;Female=cô ấy}, người đã giải được những câu đố mà {Male=cậu ấy;Female=cô ấy} đã tiếp nhận.

@@ lang_multi_text.db||MultiText||Huanglong_main_1_5_83_18
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 只要{TA}按照「角」所言前行，我们总会相见的。
# Hiện tại : Chỉ cần {Male=cậu ấy;Female=cô ấy} tiến bước theo lời «Jué», rồi chúng ta sẽ có ngày gặp mặt thôi.

@@ lang_multi_text.db||MultiText||Huanglong_main_1_7_23_20
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 还有那位漂泊者，{TA}和秧秧一起，正在前往军营的路上。
# Hiện tại : Còn vị Lữ Khách kia... {Male=Anh ấy;Female=Cô ấy} đang trên đường tới gặp ngài. Ương Ương cũng đang đi cùng {Male=anh ấy;Female=cô ấy}.

@@ lang_multi_text.db||MultiText||POIWGZSDXX_13_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 也不知道哪来那么多捣蛋猿，要是有人能把那些捣蛋猿驱逐掉就好了，我一定好好报答{TA}！
# Hiện tại : Cũng chẳng biết từ đâu ra mà lắm Khỉ Quậy Phá thế này, nếu có ai đó xua đuổi được lũ Khỉ Quậy Phá kia thì tốt biết mấy, nhất định sẽ hậu tạ {Male=anh ấy;Female=cô ấy} thật chu đáo!

@@ lang_multi_text.db||MultiText||Daliy_SLHJ_12_10
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 没有{TA}就没有我今天的成就！
# Hiện tại : Không có {Male=anh ấy;Female=cô ấy}, ta đã không thể đạt được thành tựu như ngày hôm nay!

@@ lang_multi_text.db||MultiText||Character_LingYang_8_52
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}', '{TA}'] nhưng Dịch có []
# Gốc Trung: {TA}的实力强大，如果{TA}也愿意同行的话，我们就多了一份保障。
# Hiện tại : Thực lực của {Male=cậu ấy;Female=cô ấy} rất mạnh, nếu {Male=cậu ấy;Female=cô ấy} cũng đồng ý đi cùng, thì chúng ta sẽ có thêm một lớp đảm bảo.

@@ lang_multi_text.db||MultiText||ResonantChain_325_AttributesDescription
# Lỗi: Thiếu/thừa biến: Gốc có ['{1}'] nhưng Dịch có ['{0}', '{1}']
# Gốc Trung: 持有<color=Highlight><te href=111011>烟岚</te></color>的角色为目标附加<color=Highlight>【<te href=850180>异常效应</te>】</color>或造成<color=Highlight><te href=150811>异常效应伤害</te></color>后，也可以触发攻击提升效果。
第3次<color=Highlight><te href=111010>翾舞</te></color>的时候获得的<color=Highlight><te href=111009>重明照影</te></color>的时间提升{1}。
<color=Highlight>普攻·濯雨时</color>、<color=Highlight>重击·濯雨时</color>、<color=Highlight>下落攻击·重明枕露</color>和<color=Highlight>下落攻击·飞燕裁风</color>免疫打断。
# Hiện tại : Hiệu quả tăng tấn công nhận được khi tiêu hao ít nhất 600 điểm <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>trong <color=Highlight>Kỹ Năng Diên Tấu·Lục Thủy Doanh Doanh</color>, cũng có thể được kích hoạt khi thêm <color=Highlight>【<te href=850180>Hiệu Ứng Bất Thường</te>】</color>hoặc gây <color=Highlight><te href=150811>sát thương Hiệu Ứng Bất Thường</te></color>.
Thời gian của <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color>kéo dài đến {0} giây, thời gian của <color=Highlight><te href=111009>Trọng Minh Chiếu Ảnh</te></color>nhận được ở lần <color=Highlight>Huyên Vũ</color>thứ 3 tăng {1}.
<color=Highlight>Đánh Thường·Trạc Vũ Thời</color>, <color=Highlight>Đánh Mạnh·Trạc Vũ Thời</color>và <color=Highlight>【Đòn Đáp Đất Cường Hóa·Hình Thái Cường Hóa】</color>miễn nhiễm gián đoạn.

@@ lang_multi_text.db||MultiText||Skill_1005105_SkillDescribe
# Lỗi: Thiếu/thừa biến: Gốc có ['{0}', '{1}', '{2}', '{3}', '{4}', '{5}', '{6}', '{7}', '{8}'] nhưng Dịch có ['{0}', '{10}', '{1}', '{2}', '{3}', '{4}', '{5}', '{6}', '{7}', '{8}', '{9}']
# Gốc Trung: 队伍中的角色施放声骸技能时，西格莉卡为自身叠加一层<color=Highlight>语义的祝福</color>，最多叠加{0}层，同名声骸仅可触发一次该效果。
角色编入队伍时，重置该效果。 
<size=10></size>
<size=40><color=Title>语义的祝福</color></size>
每层<color=Highlight>语义的祝福</color>使队伍中登场角色气动伤害加成提升{1}，声骸技能伤害加成提升{2}。
<color=Highlight>语义的祝福</color>达到{3}层时，西格莉卡的气动伤害加成和声骸技能伤害加成额外提升{4}。
<size=10></size>
西格莉卡自身的共鸣效率大于{5}时，每超过{6}的共鸣效率使自身声骸技能伤害加成提升{7}，上限{8}。
# Hiện tại : Khi tất cả các nhân vật trong đội gần đó thi triển kỹ năng Echo, tăng sát thương khí động của tất cả các nhân vật trong đội gần đó lên {0}, sát thương kỹ năng Echo tăng {1}, có thể cộng dồn tối đa {2} tầng, Echo cùng tên chỉ có thể kích hoạt hiệu ứng này một lần.
Khi nhân vật tham gia đội hình, thiết lập lại hiệu ứng này. 

Khi hiệu suất cộng hưởng của Tây Cách Lị Tạp lớn hơn {3}, mỗi {4} hiệu suất cộng hưởng vượt quá sẽ tăng cường sát thương kỹ năng Echo của bản thân lên {5}, giới hạn {6}.
Khi hiệu suất cộng hưởng của Tây Cách Lị Tạp lớn hơn {7}, mỗi {8} hiệu suất cộng hưởng vượt quá sẽ tăng cường sát thương kỹ năng Echo của bản thân lên {9}, giới hạn {10}.

@@ lang_multi_text.db||MultiText||Skill_1005709_SkillDescribe
# Lỗi: Thiếu/thừa biến: Gốc có ['{0}', '{10}', '{1}', '{2}', '{3}', '{4}', '{5}', '{6}', '{7}', '{8}', '{9}'] nhưng Dịch có ['{0}', '{1}', '{2}', '{3}', '{4}', '{5}', '{6}', '{7}', '{8}', '{9}']
# Gốc Trung: 队伍中的角色全伤害加深{0}，持续30秒。
<size=10></size>
施放时，若当前场上存在<color=Highlight><te href=111003>山河水境</te></color>，则穗穗进入<color=Highlight><te href=111004>仙游碧落</te></color>状态。
施放时，退出<color=Highlight><te href=111006>濯雨时</te></color>，并消耗所有<color=Highlight>【<te href=111008>芳菲信</te>】</color>，且根据消耗的<color=Highlight>【<te href=111008>芳菲信</te>】</color>解锁以下效果：
<size=10></size>
消耗至少0点<color=Highlight>【<te href=111008>芳菲信</te>】</color>：
·附近队伍中所有角色获得6秒的<color=Highlight><te href=111009>重明照影</te></color>。持有<color=Highlight><te href=111009>重明照影</te></color>的角色抗打断提升。
<size=10></size>
消耗至少200点<color=Highlight>【<te href=111008>芳菲信</te>】</color>：
·<color=Highlight><te href=111003>山河水境</te></color>存在时，<color=Highlight><te href=111004>仙游碧落</te></color>状态下，飞仙演舞一定时间后会进行第1次<color=Highlight><te href=111010>翾舞</te></color>。
<size=10></size>
消耗至少400点<color=Highlight>【<te href=111008>芳菲信</te>】</color>：
·本次<color=Highlight><te href=111004>仙游碧落</te></color>状态期间，<color=Highlight><te href=111003>山河水境</te></color>内登场角色获得额外效果：若持有<color=Highlight><te href=111009>重明照影</te></color>，则造成的伤害提升：穗穗自身共鸣效率大于{1}时，每超过{2}的共鸣效率计算为{3}的伤害提升，上限{4}。
·<color=Highlight><te href=111003>山河水境</te></color>存在时，<color=Highlight><te href=111004>仙游碧落</te></color>状态下，飞仙演舞一定时间后会进行第2次<color=Highlight><te href=111010>翾舞</te></color>。
<size=10></size>
消耗至少600点<color=Highlight>【<te href=111008>芳菲信</te>】</color>：
·第1次<color=Highlight><te href=111010>翾舞</te></color>时，<color=Highlight><te href=111003>山河水境</te></color>内附近队伍中登场角色在穗穗本次<color=Highlight><te href=111004>仙游碧落</te></color>期间获得额外效果：下一次施放延奏技能时，穗穗使下一个登场角色获得<color=Highlight><te href=111011>烟岚</te></color>，持续14秒。持有<color=Highlight><te href=111011>烟岚</te></color>的角色消耗目标<color=Highlight>【<te href=850180>异常效应</te>】</color>或<color=Highlight>【<te href=150806>电磁爆发</te>】</color>层数后，攻击提升：穗穗自身共鸣效率大于{5}时，每超过{6}的共鸣效率计算为{7}的攻击提升，上限{8}，持续{9}秒，<color=Highlight><te href=111011>烟岚</te></color>被移除时移除攻击提升效果，若切换至其他角色则提前移除<color=Highlight><te href=111011>烟岚</te></color>。
·<color=Highlight><te href=111003>山河水境</te></color>存在时，<color=Highlight><te href=111004>仙游碧落</te></color>状态下，飞仙演舞一定时间后会进行第3次<color=Highlight><te href=111010>翾舞</te></color>。
<size=10></size>
<size=40><color=Title>仙游碧落</color></size>
持续{10}秒。
<color=Highlight><te href=111004>仙游碧落</te></color>状态期间，穗穗不是队伍中登场角色时，会依附于<color=Highlight><te href=111003>山河水境</te></color>之上进行飞仙演舞，并根据施放<color=Highlight>延奏技能·渌水盈盈</color>时消耗的<color=Highlight>【<te href=111008>芳菲信</te>】</color>，每隔一定时间进行一次<color=Highlight><te href=111010>翾舞</te></color>。
穗穗为队伍中登场角色时，暂停飞仙演舞。
<color=Highlight><te href=111003>山河水境</te></color>不存在时，退出<color=Highlight><te href=111004>仙游碧落</te></color>状态。
<size=10></size>
<size=40><color=Title>翾舞</color></size>
每次进行<color=Highlight><te href=111010>翾舞</te></color>时，使附近队伍中所有角色获得6秒的<color=Highlight><te href=111009>重明照影</te></color>，为<color=Highlight><te href=111003>山河水境</te></color>内敌方目标附加一层<color=Highlight>【<te href=850010>霜渐效应</te>】</color>，为<color=Highlight><te href=111003>山河水境</te></color>内附近队伍中登场角色回复生命值。
# Hiện tại : Nhân vật trong đội khuếch đại toàn bộ sát thương {0}, kéo dài 30 giây.
<size=10></size>
Thoát khỏi <color=Highlight><te href=111006>Trạc Vũ Thời</te></color>, và tiêu hao toàn bộ <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>, nếu hiện tại trên sân tồn tại <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color>, thì Tuệ Tuệ tiến vào trạng thái <color=Highlight><te href=111004>Tiên Du Bích Lạc</te></color>, và dựa theo <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color> đã tiêu hao mở khóa các hiệu quả sau:
<size=10></size>
Tiêu hao ít nhất 0 điểm <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>:
·Tất cả nhân vật trong đội gần đó nhận <color=Highlight><te href=111009>Trọng Minh Chiếu Ảnh</te></color> trong 6 giây. Nhân vật sở hữu <color=Highlight><te href=111009>Trọng Minh Chiếu Ảnh</te></color> tăng kháng gián đoạn.
<size=10></size>
Tiêu hao ít nhất 200 điểm <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>:
·Khi <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> tồn tại, khi <color=Highlight><te href=111004>Tiên Du Bích Lạc</te></color> đến giây thứ 6 có thể thực hiện <color=Highlight>Huyên Vũ</color> lần 1.
<size=10></size>
Tiêu hao ít nhất 400 điểm <color=Highlight>【<te href=111008>Phương Phi Tín</te>】</color>:
·Nhân vật ra sân trong <color=Highlight><te href=111003>Sơn Hà Thủy Cảnh</te></color> nhận hiệu quả bổ sung: nếu sở hữu <color=Highlight><te href=111009>Trọng Minh Chiếu Ảnh</te></color>, thì sát thương gây ra tăng: khi hiệu suất cộng hưởng của Tuệ Tuệ lớn hơn {1}, cứ mỗi {2} hiệu suất cộng hưởng vượt qua được tính là {3} tăng sát thương, tối đa {4}.
